name,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
PMV Pharmaceutcals,Health and Wellness|Health Care|Pharmaceuticals,30000000,operating,USA,CA,SF Bay Area,Redwood City,1,,2014-12-02,2014-12-02
PneumaCare,Biotechnology,5444961,operating,GBR,C3,London,Cambridge,9,2009-02-08,2009-02-01,2013-10-30
Pneumoflex Systems,Biotechnology,930000,operating,USA,FL,Florida's Space Coast,Melbourne Beach,1,2001-01-01,2010-06-30,2010-06-30
PneumRx,Health Care,60000000,acquired,USA,CA,SF Bay Area,Mountain View,2,2004-01-01,2007-03-06,2011-01-04
Pneuron,Enterprise Software,13000000,operating,USA,NH,"Manchester, New Hampshire",Nashua,3,2010-01-01,2011-11-04,2015-07-01
Pensqr,Content|Curated Web,10000,operating,,,,,1,2013-06-01,2013-06-01,2013-06-01
PNMsoft,Business Development|Business Productivity|Software,3300000,operating,ISR,2,Netanya,Netanya,1,1996-01-01,2008-06-13,2008-06-13
PNP Therapeutics,Biotechnology,2204000,operating,USA,AL,Birmingham,Birmingham,4,,2007-06-07,2014-10-01
PNS Communications,Public Relations,-,operating,USA,FL,Orlando,Longwood,1,2014-06-10,2015-06-08,2015-06-08
PO-MO,Games|Software,153654,operating,CAN,MB,Winnipeg,Winnipeg,1,2010-06-15,2011-06-13,2011-06-13
Anthology,Business Development|Career Management|Career Planning,1750000,operating,USA,WA,Seattle,Seattle,3,2014-01-01,2014-09-10,2015-04-15
Poached Jobs,Staffing Firms,750000,operating,USA,OR,"Portland, Oregon",Portland,2,,2014-08-18,2015-01-09
PoachIt,Coupons|Curated Web|E-Commerce|Retail,2800000,closed,USA,NY,New York City,New York,2,2011-01-01,2013-04-22,2014-09-16
Savvy,Employment|Mobile|Recruiting|SaaS,40000,operating,USA,NY,New York City,New York,1,2013-12-10,2014-06-02,2014-06-02
POCARED Diagnostics Ltd.,Health Diagnostics|Medical Devices,15000000,operating,ISR,2,Tel Aviv,Rehovot,1,2004-01-01,2015-02-17,2015-02-17
Pockee,Mobile|Retail,568894.870427501,operating,GRC,35,Athens,Athens,2,2014-03-01,2014-04-01,2015-04-01
Pocket,Browser Extensions|Curated Web|Productivity Software|Web Browsers|Web Tools,14500000,operating,USA,CA,SF Bay Area,San Francisco,3,2007-08-06,2011-07-26,2015-02-27
RallyCause,Mobile,150000,closed,USA,OR,Eugene,Bend,2,2011-10-01,2013-02-27,2013-03-15
Pocket Change,Financial Services|Mobile,6400000,operating,USA,CA,SF Bay Area,San Francisco,2,2011-01-01,2011-11-23,2012-07-11
Pocket Change Card,Finance|Software|Venture Capital,50000,operating,USA,CA,"Orange County, California",Ladera Ranch,1,2014-03-02,2014-03-02,2014-03-02
Pocket Concierge,Hospitality,600000,operating,JPN,40,Tokyo,Tokyo,1,2011-01-01,2013-09-11,2013-09-11
Pocket Gems,Games|Mobile Games,65000000,operating,USA,CA,SF Bay Area,San Francisco,2,2009-09-01,2010-12-15,2015-05-13
PocketGuide,Android|Apps|iPhone|Mobile|Tourism|Travel,2079150,operating,HUN,5,Budapest,Budapest,1,2009-01-01,2010-10-20,2010-10-20
PocketHighStreet,Mobile,-,operating,GBR,H9,London,London,1,2014-01-03,2013-10-12,2013-10-12
pocket menu,,-,operating,,,,,1,2011-04-01,2015-02-17,2015-02-17
Pocket Money,Education|Kids|Personal Finance|Task Management|Teaching STEM Concepts,100000,closed,USA,CA,Los Angeles,Los Angeles,1,2014-10-01,2014-10-01,2014-10-01
Playlab,Games,5000000,operating,THA,55,Bangkok,Bankok,1,2012-01-01,2015-10-13,2015-10-13
Pocket Points,Apps,1175000,operating,USA,CA,Sacramento Valley,Chico,2,2014-04-01,2015-07-30,2015-09-10
Pocket Social,Small and Medium Businesses|Social Media Management,248988,operating,GBR,H9,London,London,1,2014-02-11,2014-04-04,2014-04-04
Pocket Supernova,Consulting,1059907,operating,JPN,4,Tokyo,Minato,1,,2014-11-04,2014-11-04
Pocket Video,Mobile,1000000,operating,,,,,1,,2014-01-01,2014-01-01
PocketAd,Advertising|Games|Mobile|Mobile Games,35000,operating,IND,7,New Delhi,New Delhi,1,2014-01-01,2014-07-10,2014-07-10
Pocketbook,Banking|Curated Web|Finance|Personal Finance,500000,operating,NOR,2,,,1,2012-10-01,2013-10-20,2013-10-20
PocketDerm,Health Care|Medical,2850000,operating,USA,CA,San Diego,San Diego,1,2014-01-21,2014-12-30,2014-12-30
PocketFM Limited,Apps|B2B|Mobile|Property Management|Real Estate|SaaS,40000,operating,GBR,U8,Edinburgh,Edinburgh,1,2013-06-01,2013-08-01,2013-08-01
pocketfungames,Games,-,closed,,,,,1,,2009-03-02,2009-03-02
PocketGM,Apps,50000,operating,,,,,1,2013-12-01,2015-07-31,2015-07-31
Pockethernet,Web Hosting,78696,operating,,,,,1,2013-01-01,2014-02-07,2014-02-07
Pocketlab,Electronics|Real Time|Sensors|Wireless,135693,operating,USA,CA,SF Bay Area,Mountain View,2,2015-01-01,2015-03-15,2015-08-03
PocketList,Marketplaces|Real Estate,-,operating,USA,CA,SF Bay Area,San Francisco,1,2015-01-01,2015-01-04,2015-01-04
PocketMarket,E-Commerce|Mobile Shopping|Social Commerce,500000,operating,PHL,D9,Manila,Manila,1,,2014-01-15,2014-01-15
PocketMath,Mobile|Mobile Advertising|Real Time,10000000,operating,USA,TX,Austin,Austin,1,2011-01-01,2014-11-24,2014-11-24
PocketMobile,Mobile,6350000,acquired,SWE,26,Stockholm,Stockholm,1,,2008-11-14,2008-11-14
Pockets United,Mobile|NFC|Payments|Social Media,161160,operating,DEU,2,Munich,Munich,2,2011-04-06,2011-02-01,2012-11-01
PocketSuite,Accounting|Enterprise Resource Planning|Freelancers|Mobile Payments|Online Scheduling|Payments|Productivity Software|Software,275000,operating,USA,CA,SF Bay Area,San Francisco,3,2013-03-01,2013-05-01,2014-09-01
PocketThis,Apps|Mobile|Software,12000000,operating,USA,CA,SF Bay Area,Oakland,1,1999-01-01,2004-11-10,2004-11-10
pocketvillage,Leisure|Local|Niche Specific|Search|Social Media|Tourism|Travel,-,closed,DEU,1,Stuttgart,Stuttgart,2,2010-01-01,2010-05-15,2010-10-01
Pockit,Finance Technology|FinTech|Payments,3452016,operating,GBR,H9,London,London,2,2012-11-01,2011-11-01,2014-05-15
"PockitShip, Inc.",Shipping|Technology,-,closed,USA,VA,"Washington, D.C.",Falls Church,1,,2015-06-30,2015-06-30
Pod Inns,Travel,55000000,operating,CHN,,,,1,,2012-05-01,2012-05-01
Podaddies,Advertising,1000000,operating,USA,CA,SF Bay Area,San Francisco,1,2006-01-01,2007-10-01,2007-10-01
Podaris,Design,16691,operating,GBR,H9,London,London,1,2013-01-01,2015-07-11,2015-07-11
PodBridge,,8500000,closed,USA,CA,SF Bay Area,Mountain View,1,,2007-04-19,2007-04-19
"Podcast, LLC",,-,closed,,,,,1,,2008-11-14,2008-11-14
Podcast Ready,Software,2490000,acquired,USA,TX,San Antonio,San Antonio,2,2005-01-01,2006-02-07,2010-04-14
Podclass,Curated Web|Education,250000,operating,USA,CA,San Diego,San Diego,1,2006-01-01,2009-08-01,2009-08-01
Poddar Developers,Construction,20000000,operating,IND,16,IND - Other,Kalyan,1,1887-01-01,2015-01-21,2015-01-21
Poderopedia,Journalism|Maps|Non Profit,40000,operating,CHL,12,Santiago,Santiago,1,2011-11-01,2012-11-21,2012-11-21
Podify,Health and Wellness|SaaS,450000,operating,USA,CA,San Diego,San Diego,2,2014-04-23,2014-09-12,2014-10-01
Podimetrics,Biotechnology,3700000,operating,USA,MA,Boston,Somerville,2,2011-01-01,2013-03-27,2014-10-28
Podio,Enterprise 2.0|Enterprise Software,4600000,acquired,DNK,17,Copenhagen,Copenhagen,3,2009-03-01,2009-01-15,2011-02-10
Podium,Computers|Software|Technology,500000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2013-01-01,2014-06-27,2014-06-27
Podium Data,Information Technology,2000000,operating,USA,MA,Boston,Lowell,1,2014-01-01,2015-06-04,2015-06-04
Podmote,,-,operating,,,,,1,2014-11-07,2015-01-01,2015-01-01
Podo Labs,Hardware|Hardware + Software|Photography|Wireless,3464000,operating,USA,CA,SF Bay Area,San Francisco,7,2013-01-01,2013-05-01,2015-05-01
Podotree,Education,9929825,operating,KOR,11,Seoul,Seoul,3,2010-01-01,2011-03-15,2012-12-11
PodPonics,Hospitality,10517930,operating,USA,GA,Atlanta,Atlanta,5,2010-03-01,2011-07-27,2015-05-07
PodPoster,Networking|Web Hosting,-,operating,USA,CT,Hartford,Westport,1,2009-12-01,2011-03-21,2011-03-21
PodTech,Games,7500000,operating,USA,CA,SF Bay Area,Palo Alto,2,2005-05-01,2006-03-01,2007-06-01
POET Inc.,Retail|Retail Technology|Sales and Marketing,24394,operating,,,,,1,2014-04-01,2015-06-23,2015-06-23
POET Technologies,Semiconductors,10000000,ipo,CAN,ON,Toronto,Toronto,2,,2011-11-28,2014-02-13
Poetica,Collaboration|Enterprise Software|Mobile,-,operating,GBR,H9,London,London,1,2012-01-01,2014-06-23,2014-06-23
imbookin (Pogby),Curated Web|Events|Meeting Software|Online Reservations,-,operating,USA,NY,New York City,New York,1,2008-08-15,2011-08-26,2011-08-26
"Games Support +1-800-311-5934 Pogo Games technical Support Phone Number, Pogo Tech Support number",,-,operating,USA,NY,New York City,Mamaroneck,1,2001-01-01,2001-03-03,2001-03-03
Pogojo,All Students|Colleges|Curated Web|Education|Universities,250000,operating,AUS,2,AUS - Other,Maroubra,1,2008-12-01,2008-12-01,2008-12-01
Pogoseat,Concerts|Enterprise Software|Entertainment|Events|Mobile|Sports|Ticketing,4110000,operating,USA,CA,Los Angeles,Venice,5,2012-04-01,2013-05-01,2014-07-01
POI,Education|Training|Tutoring|University Students,41250,operating,CHN,7,CHN - Other,Hunan,1,,2014-07-01,2014-07-01
Poikos,E-Commerce|Software,369713,operating,USA,OH,OH - Other,Amsterdam,3,2011-04-10,2012-04-04,2013-10-01
Point,Application Platforms|Apps|Mobile,75000,operating,,,,,1,2014-05-01,2014-05-01,2014-05-01
POINT 3 Basketball,E-Commerce,-,operating,USA,GA,Atlanta,Atlanta,1,2010-01-01,2013-10-24,2013-10-24
POINT Biomedical,Biotechnology|Health and Wellness|Health Care|Medical|Pharmaceuticals,29300000,operating,USA,CA,SF Bay Area,San Carlos,2,1996-01-01,2007-07-09,2008-01-01
Point Blank Range,Sports,1475000,operating,USA,NC,NC - Other,Mooresville,1,,2014-02-07,2014-02-07
Point.com,Home Owners|Property Management|Real Estate,-,operating,,,,,1,,2014-12-08,2014-12-08
Point Inside,Big Data Analytics|Indoor Positioning|Location Based Services|Maps|Mobile|Navigation|Retail,5280000,operating,USA,WA,Seattle,Bellevue,4,2009-02-01,2009-10-23,2012-08-02
Point.io,Business Development|Enterprises|Enterprise Software|IaaS|Mobile|SaaS|Web Development,6250000,operating,USA,PA,Philadelphia,Philadelphia,3,2013-01-01,2013-06-05,2015-04-08
Point Park University,,5000000,operating,USA,PA,Pittsburgh,Pittsburgh,1,1960-01-01,2014-09-26,2014-09-26
Point2 Property Manager,Real Estate,400000,operating,USA,OH,Cleveland,Cleveland,1,,2008-10-21,2008-10-21
PointAbout,Android|Consulting|iOS|Mobile,-,acquired,USA,DC,"Washington, D.C.",Washington,1,,2010-06-25,2010-06-25
PointAcross,Advertising|Email|Online Video Advertising|Presentations|Public Relations|Sales and Marketing,2112950,operating,USA,CO,Denver,Denver,2,2007-01-01,2010-10-14,2012-04-16
PointBurst,Mobile|Social Business|Social Media|Social Media Marketing,2550000,operating,USA,TX,Dallas,Dallas,2,2012-01-01,2011-06-01,2015-11-23
PointCare,Biotechnology,1765594,operating,USA,MA,Boston,Marlborough,2,2003-01-01,2008-04-24,2010-09-23
Pointcare Genomics,Biotechnology,300000,operating,USA,WI,Madison,Madison,1,,2015-10-30,2015-10-30
Pointr,Android|Internet|Mobile|Software,-,operating,GBR,H9,London,London,2,2014-03-16,2013-11-11,2015-09-10
PointRight,Financial Services|Predictive Analytics,5000000,closed,,,,,1,,2015-03-30,2015-03-30
PointShot Wireless,Telecommunications,1000000,operating,,,,,1,,2003-11-17,2003-11-17
PointsHound,Hospitality,425000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2013-03-29,2013-03-29
Pointstic,Advertising|Apps|Entertainment|Mobile,600000,operating,ITA,9,Milan,Milan,1,2012-10-10,2013-08-05,2013-08-05
Pointworthy,Charities|Non Profit|Social Fundraising,-,operating,,,,,1,2012-01-01,2013-09-13,2013-09-13
Poka Inc.,Development Platforms|Industrial|Manufacturing|Training,2500000,operating,CAN,QC,Quebec City,Quebec,1,2013-05-01,2015-01-21,2015-01-21
Pokelabo,Software,12000000,acquired,JPN,4,Tokyo,Minato,1,2007-11-01,2010-06-01,2010-06-01
Pokemall,,-,closed,KOR,11,Seoul,Seoul,1,2015-06-01,2015-07-01,2015-07-01
Poken,Business Services|Content|Enterprise Software|Events|File Sharing|Gadget|NFC|Web CMS,1800000,operating,USA,CA,SF Bay Area,Redwood City,5,2007-12-17,2009-07-07,2013-07-25
Poke'n Call,Facebook Applications|Internet|Search|Social Media|Telecommunications|Twitter Applications|VoIP,50000,closed,,,,,1,2011-07-01,2011-07-01,2011-07-01
Poket,CRM|Gift Card|Loyalty Programs,1000000,operating,SGP,,,,1,2013-03-08,2013-12-31,2013-12-31
PokitDok,Application Platforms|E-Commerce|Health Care|Health Care Information Technology,46200000,operating,USA,CA,SF Bay Area,San Mateo,4,2011-10-01,2012-07-12,2015-08-12
POKKT,Games,7500000,operating,IND,16,Mumbai,Mumbai,3,2012-08-01,2013-10-02,2015-11-03
PoKos Communications Corp,Software,55000,operating,USA,NH,Portsmouth,Portsmouth,1,2009-01-01,2011-08-15,2011-08-15
LALALAB (ex Polagram),Apps|Graphics|Mobile Commerce|Printing,700000,operating,FRA,A8,Paris,Paris,1,2012-09-01,2014-01-10,2014-01-10
Poland.com,,-,closed,,,,,1,,1999-01-01,1999-01-01
Polantis,Hardware + Software,457912,operating,FRA,A8,FRA - Other,Le Pecq,1,2008-08-01,2010-04-01,2010-04-01
Polar,Apps|Mobile|Polling,2880000,acquired,USA,CA,CA - Other,Lucerne Valley,2,,2013-02-25,2014-02-13
Polar,Apps|Mobile|Software,9000000,operating,CAN,ON,Toronto,Toronto,2,2007-11-01,2010-12-01,2012-01-23
Polar OLED,Hardware + Software,-,operating,GBR,H3,Leeds,Leeds,1,,2009-11-11,2009-11-11
Polarean,Medical Devices,1929213,operating,USA,NC,Raleigh,Durham,1,2011-01-01,2015-09-04,2015-09-04
Polarion Software,Software,10000000,operating,USA,CA,SF Bay Area,San Francisco,2,2005-01-01,2014-03-06,2014-07-16
Polaris Design Systems,Rapidly Expanding|Semiconductors,187000,operating,USA,CA,SF Bay Area,Santa Clara,1,2012-01-01,2012-01-05,2012-01-05
Polaris Health Directions,Biotechnology,750000,operating,USA,PA,Philadelphia,Langhorne,1,1997-01-01,2014-04-08,2014-04-08
Polaris Wireless,Mobile,10000000,operating,USA,CA,SF Bay Area,Mountain View,2,1999-01-01,2001-07-01,2013-04-26
Polarizonics,Software,200000,operating,USA,AL,AL - Other,De Armanville,1,,2006-03-29,2006-03-29
PolarLake,Enterprise Software,7000000,acquired,IRL,7,Dublin,Dublin,1,1999-01-01,2005-10-18,2005-10-18
Polarr,Photo Editing|Photography|Photo Sharing,-,operating,USA,CA,SF Bay Area,Palo Alto,1,2014-07-01,2015-10-22,2015-10-22
PolarTech,Application Platforms|Design|Manufacturing,528479,operating,DNK,21,DNK - Other,Esbjerg,1,2011-01-01,2013-01-04,2013-01-04
POLCO,Educational Games|Politics|Social Media,50000,operating,,,,,1,2014-10-01,2015-05-02,2015-05-02
Pole Star,Software,1080000,closed,USA,CA,SF Bay Area,Palo Alto,1,,2008-04-07,2008-04-07
Poler,Fashion,4537801,operating,USA,OR,"Portland, Oregon",Portland,1,2011-01-01,2015-09-04,2015-09-04
Poliana,Analytics,15000,operating,USA,TN,Nashville,Nashville,1,2013-01-01,2013-08-07,2013-08-07
Policard,,-,operating,BRA,1,BRA - Other,Minas Gerais,1,1995-01-01,2007-07-01,2007-07-01
Policy in practice,Business Services|Consulting|Technology,104501,operating,GBR,H9,London,London,1,,2014-05-12,2014-05-12
PolicyStat,Software,2580000,operating,USA,IN,Indianapolis,Carmel,2,2006-01-01,2010-03-11,2012-06-22
Policyx,Finance|Insurance|Insurance Companies,1000000,operating,IND,10,New Delhi,Gurgaon,1,2013-11-19,2013-12-01,2013-12-01
poLight,Hardware + Software,40930000,operating,NOR,20,NOR - Other,Horten,3,,2009-05-30,2015-02-06
Poliglota,Education,420875,operating,CHL,12,Santiago,Santiago,4,2011-09-01,2012-07-01,2014-09-01
Polimax,,94000,closed,,,,,1,,1983-06-01,1983-06-01
Poliris,Internet Marketing|Real Estate|Services,70599032.7932507,closed,FRA,A8,Paris,Paris,1,,2005-12-01,2005-12-01
Polisofia,Crowdsourcing|Enterprise Software,185419,operating,CHL,12,Santiago,Santiago,3,2011-09-01,2011-10-31,2012-11-01
Politapoll,Big Data Analytics|Consulting,40000,operating,USA,AR,Fayetteville,Rogers,1,2013-11-01,2014-06-18,2014-06-18
Political Matchmakers,Social Media,75000,operating,USA,CA,Anaheim,Irvine,1,2012-02-01,2012-02-15,2012-02-15
eVoter,Curated Web|Politics,599997,closed,USA,FL,Ft. Lauderdale,Hollywood,2,2009-08-01,2009-09-01,2011-12-30
PoliVec,Enterprise Software|Governance|Security|Software,3000000,operating,USA,CA,SF Bay Area,Mountain View,1,1999-01-01,2003-04-14,2003-04-14
Poll Everywhere,Events|Messaging|Polling|Public Relations|Real Time|SMS|Surveys,20000,operating,USA,CA,SF Bay Area,San Francisco,1,2008-06-01,2008-05-28,2008-05-28
Poll Me Ltd,Advertising|Market Research|Mobile,114924,closed,GBR,I5,Middlesbrough,Middlesbrough,1,2011-04-14,2011-06-07,2011-06-07
pollarize,Mobile|Opinions|Social Media,78283,operating,,,,,1,2012-03-23,2012-06-14,2012-06-14
Pollask,Apps|Social Media|Social Media Platforms|Software,-,operating,,,,,1,2013-03-07,2014-11-26,2014-11-26
Pollen,Software,66999974,operating,USA,KS,KS - Other,Shawnee Mission,2,2010-01-01,2014-08-14,2015-06-26
Pollen - Social Platform,Social Media,2500000,operating,GBR,H9,London,London,2,2013-08-01,2013-10-15,2015-02-01
Pollenizer,Consulting|Finance|FinTech|Startups,500000,operating,AUS,2,Sydney,Surry Hills,2,2008-02-01,2010-12-12,2014-06-30
C2FO,B2B|Enterprise Software|Finance|FinTech|Hardware + Software|Marketplaces|SaaS|Software,70700000,operating,USA,KS,KS - Other,Shawnee Mission,4,2008-02-01,2011-03-08,2015-08-11
Pollex Mobile Holdings,,-,closed,,,,,1,,2005-03-07,2005-03-07
Pollfish,Advertising|Enterprise Software|Market Research|Mobile,2770000,operating,GRC,35,Athens,Athens,3,2013-09-01,2013-09-01,2015-05-18
PollGround,Polling|Social Media|Surveys,-,operating,,,,,1,,2006-08-02,2006-08-02
PollitoIngles,Baby Accessories|Online Shopping|Parenting,2249171,operating,,,,,4,2011-01-01,2011-11-01,2014-05-01
Polljoy Limited,Alumni,41250,operating,HKG,,Hong Kong,Hong Kong,1,,2015-08-01,2015-08-01
Pollsb,Identity|Market Research|Polling|Reviews and Recommendations|Social Network Media|Surveys|Web Hosting,2000000,closed,ISR,5,Tel Aviv,Tel Aviv,2,2007-07-01,2007-01-01,2009-01-01
PollVaultr,Software,60000,closed,USA,CA,SF Bay Area,Cupertino,1,2012-01-01,2012-05-30,2012-05-30
POLO Motorrad,,-,closed,,,,,2,,2012-03-13,2015-02-02
Polsie,E-Commerce|Mobile Commerce|Social Commerce,26000,operating,MEX,19,Monterrey,Monterrey,1,2014-08-01,2015-03-13,2015-03-13
Polwire,Facebook Applications|Media|Neuroscience|News|Semantic Search|Social Media|Software|Twitter Applications|Video Streaming,70000,operating,,,,,1,2009-01-01,2010-01-01,2010-01-01
Poly Adaptive,Nanotechnology,290000,operating,USA,AR,Little Rock,Little Rock,1,2010-08-19,2014-07-17,2014-07-17
PolyActiva,Biotechnology,9836167.09442583,operating,AUS,7,Melbourne,Melbourne,1,,2013-02-19,2013-02-19
Polybiotics,Biotechnology,175000,operating,USA,CT,Hartford,Hamden,1,2009-01-01,2010-05-07,2010-05-07
Polychromix,Telecommunications|Wireless,5900000,acquired,USA,MA,Boston,Wilmington,2,,2005-04-27,2007-09-07
Polyera,Semiconductors,40118148,operating,USA,IL,Chicago,Skokie,5,2005-01-01,2009-11-24,2014-08-29
PolyGen Pharmaceuticals,Medical,-,operating,USA,NY,New York City,New York,1,2014-09-02,2014-09-02,2014-09-02
Polygenta Technologies,Textiles,3600000,operating,IND,16,Mumbai,Mumbai,1,,2014-07-21,2014-07-21
Polyglot Systems,Software,1333986,operating,USA,NC,Raleigh,Morrisville,2,,2014-07-18,2015-03-09
"POLYGLOTS, Inc.",Entertainment|Language Learning|Technology,350000,closed,,,,,2,2014-05-28,2014-11-01,2015-03-31
"POLYGLOTS, Inc.",Education,350000,operating,JPN,40,Tokyo,Tokyo,2,2014-05-28,2014-11-01,2015-03-31
Polyheal,Health Care,1000000,operating,ISR,2,Tel Aviv,Yavne,1,,2007-01-01,2007-01-01
PolyInnovations,Education|Software,85000,operating,USA,NY,New York City,New York,1,2011-06-02,2014-06-17,2014-06-17
PolyMedix,Biotechnology,14000000,ipo,USA,PA,Philadelphia,Radnor,1,2002-01-01,2010-04-01,2010-04-01
Polymer Vision,Hardware + Software,21000000,operating,NLD,,,,1,2003-01-01,2007-01-05,2007-01-05
PolyMet Mining,Mining Technologies,6000000,operating,USA,MN,Duluth,Hoyt Lakes,1,,2015-10-01,2015-10-01
Polymita Technologies,Business Development|Energy Efficiency|Software,3091250,acquired,ESP,56,Barcelona,Barcelona,1,2002-01-01,2006-04-24,2006-04-24
Polynetworks,Architecture|PaaS,50000,operating,USA,PA,Philadelphia,Narberth,1,,2014-10-01,2014-10-01
Polynova Cardiovascular,Biotechnology,100000,operating,USA,NY,Long Island,Stony Brook,1,,2014-06-12,2014-06-12
PolyPid,Biotechnology,3400000,operating,ISR,2,Tel Aviv,Petah Tiqva,2,,2010-01-01,2012-01-23
Polyplexx,Eyewear|Security,937000,operating,USA,OH,OH - Other,South Charleston,1,,2014-06-11,2014-06-11
Polyplus-transfection,Biotechnology,3237000,operating,FRA,C1,Illkirch-graffenstaden,Illkirch-graffenstaden,1,,2011-01-11,2011-01-11
PolyRemedy,Health and Wellness,58135276,operating,USA,MA,Boston,Concord,4,,2008-02-11,2014-05-29
PolyServe,Software,73500000,acquired,USA,OR,"Portland, Oregon",Beaverton,5,1999-01-01,2000-01-01,2006-11-03
Polystream,Technology,-,operating,GBR,H9,London,London,1,,2015-02-16,2015-02-16
PolyTherics,Biotechnology,32465549.9144792,operating,GBR,H9,London,London,4,2001-01-01,2007-06-20,2013-07-26
Polytouch Medical,Health Care,830000,closed,ISR,3,ISR - Other,Misgav,1,,2010-09-27,2010-09-27
